case_id,diameter_mm,depth_mm,is_healthy,snr_db,noise_seed,method_name,is_detected,iou,dice,precision,recall,localization_error_mm,diameter_error_mm,area_error_mm2,cnr,defect_contrast,is_false_positive,specificity,runtime_s
1,4,0.2,0,30,1003,Raw Contrast,1,0.145454545454545,0.253968253968254,0.145454545454545,1,1.99031123332373,7.11334699411928,84.4353930540712,3.08740924815923,0.680198747072613,0,1,0.0241024
1,4,0.2,0,30,1003,Matched Filter,1,0.0707964601769911,0.132231404958678,0.0707964601769911,1,2.30580522740943,11.929522277561,186.728162013507,2.37301848619774,0.831070996227986,0,1,0.024184
1,4,0.2,0,30,1003,PCT,0,0,0,0,0,NaN,NaN,NaN,2.97582919355649,0.307402258953343,0,1,0.2865931
1,4,0.2,0,30,1003,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.7744516931426,0.328900321534919,0,1,0.4951325
1,4,0.2,0,30,1003,RPT,1,0.421052631578947,0.592592592592593,0.421052631578947,1,0.96473143650632,2.53191207815668,20.9433295620077,2.73017247780449,2.02608888573187,0,1,0.0100983
1,4,0.2,0,30,1004,Raw Contrast,1,0.119402985074627,0.213333333333333,0.119402985074627,1,0.427013025744607,8.26594269036603,105.599414218092,2.98786891223434,0.718133773173803,0,1,0.0276029
1,4,0.2,0,30,1004,Matched Filter,1,0.0683760683760684,0.128,0.0683760683760684,1,2.31157490643383,12.2090089008713,193.782835734847,2.3240330399813,0.792289275911601,0,1,0.0324304
1,4,0.2,0,30,1004,PCT,0,0,0,0,0,NaN,NaN,NaN,2.94359784403899,0.306590677181986,0,1,0.3475087
1,4,0.2,0,30,1004,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.74113917151772,0.327882633125611,0,1,0.5186936
1,4,0.2,0,30,1004,RPT,1,0.352941176470588,0.521739130434783,0.4,0.75,1.2324862773209,1.80375618367576,13.8886558406673,1.98290337214282,2.23816347549307,0,1,0.0163953
1,4,0.2,0,30,1005,Raw Contrast,1,0.166666666666667,0.285714285714286,0.166666666666667,1,2.34840518835601,6.382074681227,72.0897140417255,2.65611838995965,0.690894982296167,0,1,0.0206993
1,4,0.2,0,30,1005,Matched Filter,1,0.119402985074627,0.213333333333333,0.119402985074627,1,1.17230160067792,8.26594269036603,105.599414218092,2.60115996866031,0.814325440581891,0,1,0.0182566
1,4,0.2,0,30,1005,PCT,0,0,0,0,0,NaN,NaN,NaN,2.96181193931588,0.307581782876499,0,1,0.2263468
1,4,0.2,0,30,1005,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.76093715973018,0.328318119379716,0,1,0.5028158
1,4,0.2,0,30,1005,RPT,1,0.222222222222222,0.363636363636364,0.222222222222222,1,1.57312896797022,4.99114041792981,50.9256928777043,2.05449230332879,2.01371831693594,0,1,0.0092703
1,4,0.2,0,30,1006,Raw Contrast,1,0.205128205128205,0.340425531914894,0.205128205128205,1,1.76438901301812,5.3582756522151,56.2166981687096,3.02931354697834,0.728987131524319,0,1,0.0221263
1,4,0.2,0,30,1006,Matched Filter,1,0.0842105263157895,0.155339805825243,0.0842105263157895,1,1.7208208564528,10.6057994298103,154.982130267475,2.48816039366475,0.757473461212406,0,1,0.0213153
1,4,0.2,0,30,1006,PCT,0,0,0,0,0,NaN,NaN,NaN,2.95504031899415,0.306473280121474,0,1,0.3244878
1,4,0.2,0,30,1006,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.75773333024105,0.327871390497172,0,1,0.5926988
1,4,0.2,0,30,1006,RPT,1,0.444444444444444,0.615384615384615,0.444444444444444,1,0.615328219556243,2.35769636011861,19.1796611316726,2.30910475621548,2.18045947786469,0,1,0.008121
1,4,0.2,0,30,1007,Raw Contrast,1,0.2,0.333333333333333,0.2,1,0.589923362988833,5.4774941610188,57.9803665990447,2.64347480045183,0.697157374053163,0,1,0.0202219
1,4,0.2,0,30,1007,Matched Filter,1,0.150943396226415,0.262295081967213,0.150943396226415,1,0.592062839876287,6.90941504541343,80.908056193401,2.31290400027859,0.796318272927641,0,1,0.0197088
1,4,0.2,0,30,1007,PCT,0,0,0,0,0,NaN,NaN,NaN,2.86467904571342,0.305959023820631,0,1,0.2866949
1,4,0.2,0,30,1007,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.67088834295292,0.327160472857958,0,1,0.4876433
1,4,0.2,0,30,1007,RPT,1,0.533333333333333,0.695652173913043,0.533333333333333,1,1.43288590109016,1.80375618367576,13.8886558406673,2.15347257296461,2.02220018184139,0,1,0.0086718
1,4,0.2,0,30,1008,Raw Contrast,1,0.266666666666667,0.421052631578947,0.266666666666667,1,0.9406836032904,4.20775070766097,40.3436822956937,3.37729722638204,0.720846929941329,0,1,0.0200363
1,4,0.2,0,30,1008,Matched Filter,1,0.0761904761904762,0.141592920353982,0.0761904761904762,1,2.58045823908478,11.3552955320594,172.618814570826,1.87024022163219,0.745331524485403,0,1,0.018044
1,4,0.2,0,30,1008,PCT,0,0,0,0,0,NaN,NaN,NaN,2.89354730678567,0.306125502777959,0,1,0.2060343
1,4,0.2,0,30,1008,SPCT,0,0,0,0,0,NaN,NaN,NaN,2.70047555647448,0.327792835189705,0,1,0.4897526
1,4,0.2,0,30,1008,RPT,1,0.428571428571429,0.6,0.5,0.75,1.36544845508614,1.1910373406135,8.59765054966199,2.03157140733286,1.91538043542968,0,1,0.0067352
